"lon","lat","cond","cond2","mmi"
-102.716022019,41.5408473846,"Good",3,66.45
-100.485386503,42.8981733344,"Good",3,63.43
-98.0669606134,41.0243513623,"Fair",2,27.3
-99.0353202609,40.6560177308,"Good",3,42.57
-97.1569373874,41.3995558546,"Fair",2,34.15
-102.030178641,42.7154371927,"Good",3,40.7
-98.913831557,40.6533358583,"Poor",1,12.43
-99.0985261837,41.0946563029,"Poor",1,17.65
-97.6766494926,41.673105346,"Poor",1,16.67
-97.5355204971,40.2437099656,"Poor",1,5.58
-97.7810541793,41.4097075567,"Good",3,44.87
-100.045521032,42.7971648312,"Poor",1,37.3
-97.2506347833,41.0901054632,"Poor",1,20.15
-96.6062567847,40.9022569703,"Poor",1,19.15
-97.2410837608,40.0720793025,"Good",3,47.45
-98.8180757985,42.9365227942,"Poor",1,41.3
-96.0009130834,40.9762629459,"Poor",1,7.03
-97.2248260005,41.0927175494,"Poor",1,18.63
-101.279985773,40.1769361023,"Poor",1,15.45
-97.6905604359,40.5225350752,"Poor",1,9.1
-101.626752896,40.431870424,"Good",3,37.37
-101.24963205,42.7877746035,"Fair",2,34.23
-71.9957249945,42.9110825723,"Good",3,63.78
-71.9813282338,43.6961720278,"Good",3,68.88
-70.9962082827,43.3365812074,"Good",3,64.08
-72.0481838616,44.2430844219,"Poor",1,30.07
-72.448701621,43.0680746016,"Poor",1,3.58
-72.1782225148,43.8658088297,"Poor",1,8.75
-71.5235051861,43.1931728813,"Poor",1,8.13
-72.393438501,43.3511798162,"Poor",1,17.35
-71.6500227433,43.432643296,"Poor",1,14.68
-72.5530887446,42.8493227188,"Poor",1,2.73
-72.3950079387,43.4303026982,"Good",3,76.2
-71.6224954843,43.2560426548,"Poor",1,28.62
-71.5295197218,44.8733146088,"Poor",1,36.88
-71.1952393083,43.8187930524,"Poor",1,24.97
-71.1860412798,43.1451480507,"Fair",2,42.03
-71.2199328808,44.3931921433,"Good",3,72.08
-74.4145714578,40.1713822353,"Poor",1,37.85
-75.0402718829,40.8149393483,"Poor",1,19.23
-74.0473026245,41.0421194885,"Poor",1,21.1
-74.840221171,41.2724234824,"Good",3,60.27
-74.4661451553,40.5088978728,"Poor",1,21.15
-74.1868363126,40.9125093173,"Poor",1,5.8
-74.8555478993,41.2501237785,"Fair",2,33.68
-74.9385144669,40.3369551627,"Fair",2,42.2
-74.1074486436,40.8628987977,"Poor",1,11.78
-75.0682316597,40.4504712532,"Good",3,48.08
-74.8429247143,41.1104585853,"Poor",1,16.05
-74.748642826,40.5060116723,"Good",3,49.08
-74.1483307977,41.0954725782,"Poor",1,11.25
-74.4744372468,40.6246182658,"Poor",1,8.73
-74.3921702149,40.9127642379,"Poor",1,0
-106.604984044,35.9710543661,"Fair",2,48.57
-106.500868718,36.5976755447,"Poor",1,27.97
-105.236611824,36.4358029198,"Fair",2,36.95
-104.611687376,35.7908753765,"Good",3,37.18
-106.742491271,34.7501451564,"Fair",2,44.5
-105.337455567,32.9250669642,"Poor",1,31.07
-105.7319397,36.110603727,"Good",3,53.62
-104.505553579,35.3770723544,"Fair",2,26.57
-108.125506034,33.3007677125,"Poor",1,31.4
-108.211449818,36.7079257423,"Fair",2,51.67
-104.31475399,34.0048535666,"Poor",1,20.62
-106.658095795,35.1680164996,"Good",3,59.15
-104.910899047,35.2433125814,"Good",3,62
-106.699251721,32.1416941007,"Fair",2,54.37
-104.456603426,33.4146195157,"Poor",1,26.63
-108.762366508,33.7578523855,"Poor",1,30.92
-106.803684385,34.4471876075,"Fair",2,47.43
-108.208810818,33.2025302541,"Fair",2,49.98
-107.985270458,36.6992864227,"Poor",1,37.68
-104.234709156,34.4439106294,"Fair",2,22.45
-104.314454461,32.5189796954,"Fair",2,49.08
-108.57087147,32.9880974228,"Poor",1,28.93
-106.67590622,36.3595147879,"Poor",1,31.53
-107.206567822,33.1493765649,"Poor",1,6.77
-105.129885728,36.5479966608,"Good",3,55.13
-106.240472046,36.7888588019,"Poor",1,35.35
-104.878285388,36.7974147753,"Fair",2,39.45
-105.007350002,35.7714623766,"Fair",2,31.65
-108.118744082,36.7833108051,"Poor",1,0
-105.365035208,35.26512908,"Good",3,51.93
-116.901528988,40.3165775672,"Poor",1,29
-115.224255991,40.9031128573,"Fair",2,51.37
-117.059520266,39.2179294933,"Poor",1,30.53
-116.034269575,41.4176674112,"Fair",2,50.47
-115.228963293,41.7152201375,"Good",3,64.03
-114.277460389,38.3275079312,"Poor",1,34.42
-115.704604548,41.806824609,"Poor",1,38.28
-116.398716803,41.2139870946,"Poor",1,35.77
-119.443340227,41.9214727659,"Poor",1,15.42
-115.554368642,40.7412986765,"Fair",2,49.67
-116.083288526,41.0157947248,"Poor",1,23.42
-116.523521169,40.7024085265,"Good",3,63.02
-114.604291764,35.0742415338,"Poor",1,16.32
-117.806045334,41.7717972655,"Poor",1,32.13
-117.464669268,41.3973601037,"Poor",1,41.83
-118.910904633,41.4088438749,"Good",3,69.45
-114.541345387,39.2142886121,"Good",3,70.83
-115.806140555,40.8147032251,"Poor",1,12.95
-114.531816521,36.6417447024,"Fair",2,56.43
-115.667331802,38.8585825878,"Poor",1,20.7
-117.909719483,40.9100254331,"Poor",1,40.72
-116.762485459,40.6860023404,"Poor",1,7.07
-115.628516066,41.8772961763,"Good",3,61.18
-117.77072492,41.9957488996,"Poor",1,9.8
-117.382987413,41.7712516485,"Fair",2,44.15
-119.757304234,39.0821594288,"Fair",2,50.53
-115.657142045,41.3203999844,"Poor",1,30.33
-116.604862059,38.8505517042,"Poor",1,30
-118.315441478,40.4102406495,"Poor",1,38.83
-116.779031682,40.6496556523,"Fair",2,52.43
-115.863833013,41.9577650621,"Good",3,65.75
-118.460599587,41.2738502414,"Poor",1,36.37
-119.629920155,39.2007537404,"Poor",1,35.68
-115.4997593,41.1316175343,"Poor",1,36.55
-117.044231328,40.7882438934,"Good",3,59.57
-117.339335146,41.0056481378,"Fair",2,43.33
-116.120675591,40.3949479956,"Poor",1,35.47
-117.340167781,38.7814787299,"Good",3,67.77
-118.100698594,40.6972089235,"Poor",1,28.72
-114.686614279,41.8866609483,"Good",3,68.12
-74.8083536707,44.5885057705,"Poor",1,21.63
-75.7886084222,42.9600699341,"Poor",1,6.82
-73.4765967198,44.738153633,"Good",3,60.13
-73.4798824637,42.6052781242,"Good",3,63.72
-77.6492226272,42.7915968168,"Poor",1,16.58
-76.9550352697,42.3150619089,"Fair",2,41.42
-74.5234417062,44.318791928,"Poor",1,39.68
-74.4389093205,42.5011204364,"Good",3,79.62
-73.8455979147,41.5628665228,"Fair",2,44.65
-75.6321732371,42.42297023,"Fair",2,52.63
-76.6191811186,42.9368935337,"Poor",1,1.85
-77.0540853661,42.1460332552,"Fair",2,51.37
-73.9893342438,42.8285239881,"Poor",1,35.33
-76.6810517054,43.0071074152,"Poor",1,15.62
-75.856777587,42.1614404926,"Fair",2,52.88
-74.1279979319,44.8645028773,"Good",3,74.85
-73.740769241,43.248659846,"Poor",1,17.88
-75.7674293327,44.2592806648,"Poor",1,18.1
-73.7870207682,42.4741307078,"Poor",1,7.72
-78.4236343296,42.0806510697,"Poor",1,18.23
-78.4692192101,42.0659051673,"Poor",1,13.02
-76.2955105545,43.1376680498,"Poor",1,17.82
-76.3983055694,42.0289557281,"Good",3,69.38
-74.1944499613,42.9355753605,"Poor",1,0.55
-75.6964441718,42.3477532329,"Poor",1,27.4
-73.5864012263,43.2555280368,"Poor",1,31.72
-74.5517298768,43.531578971,"Good",3,74.1
-77.8433099468,42.8598443313,"Poor",1,18.73
-73.9319508956,42.055755619,"Poor",1,21.75
-77.7064771153,42.6784929206,"Poor",1,4.85
-75.1007825128,44.8186406224,"Fair",2,41.02
-78.5949084137,42.6759876171,"Poor",1,24.4
-75.2633206895,43.1214575986,"Poor",1,23.57
-76.3976992899,43.3045003013,"Poor",1,11.22
-75.6137919068,42.1240122912,"Poor",1,30.15
-75.4061501423,44.6161292494,"Poor",1,38.55
-74.5093396348,42.8954827805,"Poor",1,27.25
-74.3675304141,41.5962643778,"Good",3,54.5
-79.266370366,42.115469427,"Poor",1,3.8
-75.4783027721,42.90824199,"Poor",1,16.42
-76.8546386393,43.0156680447,"Poor",1,0
-78.7727601882,42.2349244601,"Fair",2,50.08
-76.474403358,42.7412660912,"Poor",1,38.4
-75.571941541,42.4942017252,"Fair",2,47.53
-74.885223615,44.4995415054,"Good",3,66.45
-74.0052376283,44.6575042939,"Good",3,62.78
-81.6365735662,40.7350203809,"Poor",1,0
-81.1929117029,39.6316924234,"Poor",1,21.78
-81.3899313242,40.8056823113,"Poor",1,8.92
-82.7787281916,39.7475296681,"Good",3,56.37
-82.5339212259,40.0640785908,"Poor",1,35.3
-82.5908494194,41.2920529424,"Poor",1,26.37
-81.2231766482,41.516648433,"Poor",1,9.48
-80.8663124019,39.9935384294,"Fair",2,34.43
-80.7991758781,40.7066287227,"Poor",1,8.73
-82.9642969223,39.3098238457,"Poor",1,27.07
-81.841620677,39.7456717719,"Poor",1,9.15
-80.8226628607,41.7936282739,"Poor",1,16.85
-81.874113475,40.2661217843,"Fair",2,42.25
-81.3951396163,40.5812819717,"Fair",2,32.9
-84.3420566011,39.1361922461,"Good",3,68.97
-84.7125173884,41.1916569472,"Poor",1,2.08
-81.4805902086,39.466028628,"Poor",1,14.33
-81.8177446691,41.1590557569,"Poor",1,40.13
-83.0176862002,38.8266823011,"Poor",1,24.23
-83.2129498532,41.0282916849,"Good",3,77.23
-81.2132701711,40.3731490794,"Poor",1,8.67
-80.9177649464,41.7962140601,"Poor",1,10.98
-80.8105906665,41.2085360544,"Poor",1,15.13
-83.2529660113,40.0163566704,"Good",3,79.73
-82.3816517431,39.9794604451,"Poor",1,36.6
-82.1164116877,40.7568881589,"Poor",1,3.7
-84.2325392457,39.6927104346,"Good",3,40.45
-83.0256664189,40.5149998709,"Good",3,71.38
-82.5034367957,40.3945966171,"Fair",2,43.48
-84.1701692877,39.9768258661,"Good",3,78.32
-84.6471764574,41.0622986632,"Poor",1,2.08
-81.980851202,39.3886788759,"Poor",1,28.65
-81.823351076,41.4531323693,"Poor",1,13.12
-83.3595268841,40.8327909958,"Fair",2,35.9
-82.7733060677,39.9211081819,"Fair",2,34.25
-81.3762909663,41.4809331734,"Poor",1,35.37
-96.4833534022,35.8039866584,"Good",3,36.8
-99.8819368412,35.3916083255,"Fair",2,24.3
-99.0935234099,34.2119320539,"Fair",2,24.62
-96.7208441514,34.2483323493,"Good",3,44.27
-96.3158404513,35.5375503657,"Good",3,39.63
-98.876023235,34.9999743306,"Poor",1,5.88
-99.9304571978,36.0383483725,"Poor",1,13.75
-98.3082520829,35.0468470417,"Good",3,40.33
-95.1655857408,35.6901398127,"Fair",2,31.27
-97.6122110318,34.8402744699,"Fair",2,31.72
-97.3311830616,36.00645377,"Fair",2,33.83
-99.5152462459,35.925818779,"Poor",1,19.6
-97.4219204089,36.9580016015,"Fair",2,34.75
-97.0059541275,33.8636236118,"Fair",2,26.22
-98.3059951977,34.839343944,"Poor",1,19.52
-95.7926483889,35.3993595105,"Fair",2,26.25
-97.1343340872,35.7493091944,"Good",3,51.1
-99.130213255,35.5300004444,"Fair",2,21.45
-98.1290107811,36.0550310228,"Poor",1,8.85
-97.8639100447,35.9249127183,"Poor",1,1.12
-99.0237547447,34.591586435,"Good",3,44.42
-95.0353937077,36.9513482555,"Poor",1,13.45
-101.676777942,36.6969507188,"Poor",1,13.92
-96.706883172,34.2220827721,"Poor",1,13.17
-95.5493599764,33.912216284,"Poor",1,39.43
-96.376979017,35.7176879218,"Good",3,38.63
-98.702093728,35.814545475,"Good",3,59.42
-95.9353442033,35.5687318769,"Fair",2,29.13
-97.5634193101,35.2373166773,"Poor",1,3.55
-99.0491254307,35.9107801906,"Good",3,39.07
-96.7740171117,34.9004548855,"Fair",2,23.73
-99.1112013283,34.9225404233,"Poor",1,11.3
-97.9763869643,33.9115751605,"Fair",2,28.4
-97.3000224127,34.9639733095,"Poor",1,8.88
-95.1187914017,33.9145112172,"Poor",1,38.27
-96.9970436291,35.3485560347,"Poor",1,15.5
-99.2188692767,35.1481407178,"Fair",2,29.25
-100.181137357,36.9649104513,"Poor",1,2.15
-97.4406101829,35.8382571415,"Good",3,55.12
-99.0591125057,34.2040733506,"Poor",1,12.62
-97.4859973242,36.6784084601,"Good",3,36.75
-94.5374863184,35.2272381672,"Poor",1,20.95
-97.1628121621,34.7237468005,"Fair",2,29.68
-99.7227053479,35.5453890876,"Fair",2,35.3
-96.3680712237,35.9654535509,"Good",3,57.52
-95.5689395746,36.1090538914,"Poor",1,19.03
-97.1923134029,34.2751347293,"Good",3,61.95
-94.7144165831,34.5312566046,"Good",3,47.58
-96.6994794826,34.3459192318,"Good",3,76.22
-95.1166838051,36.988314899,"Good",3,56.97
-96.2100782435,35.7556497439,"Fair",2,26.02
-124.095611577,43.6495282394,"Poor",1,25.37
-119.446251,45.3681165759,"Poor",1,19.6
-121.25916785,42.9430813237,"Fair",2,41.62
-119.638349427,44.6231854432,"Fair",2,38.3
-117.424161338,44.8984298812,"Fair",2,45.78
-123.502580664,43.8751026375,"Fair",2,41.38
-116.856447478,45.1144991405,"Fair",2,45.12
-123.477471668,45.3004529827,"Fair",2,45.77
-122.411511633,43.0969528088,"Good",3,61.02
-123.664332508,43.9912715155,"Fair",2,40.52
-122.149369214,45.3953544165,"Good",3,53.67
-122.249672908,44.1679542591,"Fair",2,41.33
-123.157974079,42.4132401492,"Poor",1,17.33
-122.813715436,44.4907093376,"Fair",2,40.03
-123.836347443,44.3729226936,"Poor",1,28.22
-120.482277003,45.1697788733,"Good",3,62.42
-123.211522123,43.3105712338,"Fair",2,41.07
-121.847144626,45.2117726577,"Good",3,76.78
-116.487489113,45.5755830844,"Poor",1,9.88
-120.859466363,44.2475263395,"Good",3,58.97
-123.106346285,44.065471238,"Fair",2,44.52
-122.959935025,45.4847781963,"Poor",1,9.18
-121.468827265,42.4620636132,"Poor",1,23.12
-118.048972809,43.7708369719,"Poor",1,20.97
-123.972958764,44.8063832689,"Poor",1,26.57
-120.358032147,45.5325191648,"Fair",2,52.68
-116.759612672,45.749425168,"Good",3,71.47
-122.766462137,43.614986881,"Good",3,66.25
-122.514052897,44.752692373,"Poor",1,28.88
-118.477047909,44.9014900345,"Good",3,78.57
-121.761677447,42.5995531095,"Poor",1,13.17
-117.694337059,43.0527714852,"Poor",1,28.28
-122.829746432,43.1011809035,"Good",3,85.22
-123.218631758,44.3165076199,"Fair",2,38.2
-118.142912344,44.8514618231,"Good",3,54.72
-124.345341064,42.4682827868,"Poor",1,14.03
-122.929591441,45.7306539172,"Good",3,72.58
-119.291237872,44.1412477474,"Poor",1,30.97
-117.455339397,45.930818784,"Good",3,72.57
-122.577045561,44.1464109277,"Good",3,67.67
-123.501658965,43.5775336629,"Poor",1,13.22
-122.816473962,44.7792412284,"Good",3,61.13
-119.149039286,44.8850214932,"Good",3,60.88
-116.672223496,45.286944959,"Poor",1,2.43
-118.878044771,43.1829002035,"Fair",2,43.9
-123.691267563,43.1678009183,"Good",3,67.97
-118.704127002,45.1931294141,"Fair",2,48.08
-122.705380393,45.5528648167,"Poor",1,7.85
-121.686031029,43.6877255374,"Poor",1,6.42
-75.513406329,41.8628644918,"Good",3,61.78
-78.147480442,41.5376959696,"Good",3,77.07
-79.7203973057,39.9433648593,"Poor",1,20.9
-76.0833921121,40.8692169679,"Good",3,57
-75.5303051021,40.3766788354,"Good",3,62.62
-80.0951358573,41.4696938275,"Fair",2,45.55
-80.2187184438,40.7563408598,"Poor",1,13.05
-77.1315956448,41.7561636033,"Good",3,56.77
-78.8922038166,41.3180847097,"Poor",1,21.07
-75.4127906427,41.720795437,"Poor",1,6.7
-75.2235394247,40.0733626389,"Poor",1,24.58
-78.747752092,41.419915633,"Poor",1,9.85
-77.1292267517,41.9225841852,"Poor",1,30.8
-76.1397436413,39.8477077013,"Poor",1,24.28
-76.9481287603,40.4917972684,"Fair",2,39.62
-80.3739633072,40.9310747489,"Poor",1,18.15
-76.5119155764,41.9698957868,"Fair",2,53.13
-78.2600496888,40.9297267018,"Poor",1,9.75
-77.3412322705,41.2887074081,"Good",3,65.28
-80.1632272444,41.0241936068,"Fair",2,46.98
-77.5037704689,41.6076338344,"Good",3,63.87
-78.1326098633,41.4884670577,"Good",3,75.7
-77.1567911975,39.7741966909,"Poor",1,23.28
-75.6605529927,41.4430507706,"Poor",1,29.68
-75.5102616287,40.1431790941,"Fair",2,33.52
-78.6114827502,41.6569847123,"Good",3,56.05
-79.3989884306,40.5215853217,"Poor",1,21.83
-76.8015057515,40.8857162244,"Poor",1,23.95
-80.5093664527,41.2433251079,"Poor",1,25.8
-76.3324102499,41.8317009625,"Fair",2,54.32
-78.0930174538,40.551950437,"Good",3,46.97
-77.4240424215,41.3724269471,"Good",3,65.22
-79.9424879848,40.6536726535,"Poor",1,10.82
-75.6314576628,41.0174368213,"Fair",2,54.32
-78.9140115234,41.378775036,"Poor",1,9.5
-75.848742192,41.9544177841,"Poor",1,35.38
-74.9777226007,41.4330945877,"Fair",2,46.8
-78.674306417,40.0543740871,"Fair",2,32.27
-71.1289882456,41.5590032876,"Good",3,55.95
-71.3813036759,41.8801381803,"Poor",1,9.55
-71.8408038427,41.3935401631,"Good",3,69.27
-71.5036669593,41.7154693785,"Poor",1,27.62
-71.4917553745,41.9903568767,"Poor",1,15.65
-71.842469621,41.4100168063,"Poor",1,34.57
-71.7211944184,41.4284225364,"Good",3,63.43
-71.4710211184,41.7195959825,"Poor",1,21.45
-71.4697525478,41.9716682187,"Fair",2,44.57
-71.8255981091,41.415022101,"Poor",1,29.13
-71.7868346511,41.8480446411,"Poor",1,14.3
-71.4401426564,41.7582853755,"Poor",1,13.72
-71.7122843833,41.5065386947,"Fair",2,51.4
-71.4691417358,41.8326704985,"Poor",1,22.08
-83.2369762454,34.7426237685,"Poor",1,10.72
-78.7847411815,33.8839072093,"Poor",1,5.3
-79.4402991962,33.9090947095,"Good",3,55.32
-80.6503139895,34.126220836,"Good",3,58.45
-81.777452016,34.5704837016,"Poor",1,21.13
-80.0680310973,33.8236246061,"Poor",1,25.95
-79.7231244513,34.0305123296,"Poor",1,14.73
-80.9231902078,34.9506326785,"Poor",1,16.48
-79.2367009754,33.7731421646,"Fair",2,43.65
-83.0115114896,34.7691974864,"Fair",2,38.83
-80.6245468067,33.8932798008,"Fair",2,54.57
-82.4539717444,34.6429931357,"Poor",1,19.82
-79.0867859944,33.561708535,"Poor",1,12.72
-82.1624283754,33.61109176,"Poor",1,14.83
-81.3121678721,33.4784446668,"Good",3,70.8
-80.1098664636,33.499510132,"Poor",1,11.43
-79.7319276954,34.242657596,"Good",3,65.25
-81.1395133268,34.1396343166,"Poor",1,15.2
-81.7738521029,34.1666483173,"Fair",2,33.8
-80.0737896053,33.7676334325,"Poor",1,26.9
-79.7324218225,34.4765514817,"Poor",1,30.4
-80.8152679622,34.8265298137,"Poor",1,13.93
-79.1721730287,33.4476948568,"Poor",1,14.1
-78.8569518363,33.9000173342,"Fair",2,43.22
-98.058855519,45.4052273455,"Poor",1,21.85
-102.163926409,43.6967827979,"Poor",1,16.38
-98.8778643301,43.4134959578,"Fair",2,47.03
-102.350129558,45.4256241373,"Poor",1,31.45
-101.797595658,43.5278691122,"Good",3,72.05
-101.276994426,45.7710672033,"Poor",1,19.57
-103.970096981,44.7256447288,"Fair",2,49.82
-102.817461922,43.2870232985,"Poor",1,10.42
-102.597229137,45.1536162215,"Poor",1,38.2
-103.344720624,45.3370120074,"Fair",2,46.55
-101.839466723,45.6873233609,"Good",3,73.75
-103.220059762,44.4740759083,"Good",3,79.05
-100.950976859,44.1126957233,"Fair",2,46.48
-102.389603069,43.3820893754,"Poor",1,7.15
-99.4518512307,43.8217532593,"Poor",1,16.73
-103.793727277,44.2850444251,"Poor",1,15.1
-101.084782318,45.5098105316,"Poor",1,22.8
-100.850830022,45.6563551476,"Fair",2,44.75
-103.062240801,43.7858188217,"Fair",2,43.43
-97.0044162395,42.9985914316,"Fair",2,37.97
-101.984377565,45.7284997191,"Good",3,80.48
-98.6376586319,45.0014374414,"Poor",1,18.03
-101.451115071,44.0438615416,"Poor",1,27.07
-102.544045328,44.8031983779,"Poor",1,10.78
-103.991804168,43.4224424288,"Poor",1,34.5
-101.448963652,44.5910284135,"Fair",2,50.63
-103.693884949,44.817149795,"Poor",1,21.08
-99.1871577565,43.2411152454,"Poor",1,25.03
-100.897139894,43.8100869255,"Poor",1,14.17
-100.683127486,45.7641107651,"Poor",1,38.85
-103.228696184,44.1564302226,"Fair",2,49.82
-97.2801582122,42.8542015822,"Fair",2,38.22
-102.378160473,45.6207248384,"Fair",2,46.38
-102.996967401,43.6071458998,"Good",3,62.65
-96.7089065527,45.3523150143,"Good",3,53.87
-100.4410128,43.7302092834,"Fair",2,43.95
-102.805083865,44.3950861926,"Poor",1,25.6
-101.838538491,43.6422252752,"Fair",2,44.25
-104.011886656,45.5168255047,"Good",3,70.73
-99.1581281844,44.0458761247,"Poor",1,24.5
-102.48142252,43.4872999778,"Poor",1,40.68
-102.896121679,45.1077747551,"Poor",1,25.43
-99.8194874647,43.9160119587,"Fair",2,53.28
-98.8003980314,43.0701326349,"Poor",1,32.43
-101.719605723,43.1266456317,"Good",3,83.12
-101.548717562,45.5632275464,"Poor",1,35.92
-103.002608313,45.9413283107,"Poor",1,26.15
-100.371266704,44.3447831688,"Poor",1,23.93
-103.714570379,43.2529781174,"Good",3,57.93
-102.649033645,43.8947160703,"Poor",1,41.2
-96.4849748341,43.9054925363,"Good",3,57.68
-102.799070887,43.7852357472,"Poor",1,40.47
-102.35032823,45.7951522368,"Fair",2,50.73
-103.429044382,45.9093276521,"Poor",1,23.83
-103.181031719,43.4558386694,"Good",3,81.37
-101.726019979,44.0158490733,"Poor",1,40.77
-96.9875864419,44.0555471905,"Poor",1,22.07
-103.912833263,43.3738427684,"Poor",1,35.78
-103.770104737,44.043015433,"Poor",1,24.42
-103.177334965,44.3745871384,"Poor",1,23.55
-99.5095239849,43.6791745625,"Fair",2,48.7
-84.2558524309,36.3756298567,"Good",3,47.92
-83.766274285,36.5425890715,"Poor",1,14.68
-82.4214157939,36.4587252837,"Poor",1,10.1
-87.6749115172,36.3196715468,"Good",3,57.92
-81.9567296331,36.5233274451,"Fair",2,41.75
-84.276558685,35.3969637753,"Good",3,59.32
-89.0989677362,36.1874320594,"Poor",1,25.4
-85.5050406732,36.6063734509,"Poor",1,11.87
-83.5506594668,35.951449473,"Poor",1,11.87
-85.3609046952,35.1040098975,"Poor",1,8.37
-87.2633329477,35.6724140168,"Fair",2,38.25
-84.891543194,35.6784726906,"Poor",1,23.45
-83.181622588,36.1250757507,"Fair",2,43.67
-88.9237252582,35.2105587324,"Poor",1,24.6
-89.6403505509,36.2461292622,"Poor",1,37.67
-86.6729338,36.1996932927,"Poor",1,0.92
-83.4846389933,35.8290992448,"Poor",1,6.88
-86.9613607579,35.0689841133,"Good",3,46.25
-87.843126789,35.9015954715,"Good",3,50.17
-83.795804971,35.9522135533,"Good",3,48.02
-88.6377322112,35.5001167802,"Fair",2,42.8
-87.4986406485,35.761481867,"Good",3,50.88
-86.9524304818,35.5491608477,"Poor",1,11.38
-82.9719885566,36.2226675679,"Good",3,45.12
-89.0288435594,35.3510357339,"Poor",1,33.68
-89.3817693449,36.1848578359,"Fair",2,44.67
-83.6187940505,36.4937731341,"Good",3,46.87
-89.7703676939,35.1042226084,"Good",3,60.9
-84.3107412615,35.7537237284,"Poor",1,4.97
-86.3486871656,35.1441934463,"Fair",2,34.93
-89.2105806755,35.1210235652,"Poor",1,27.62
-89.6802395841,36.0729666581,"Poor",1,31.35
-84.0482998258,36.4033142845,"Fair",2,35.27
-88.7878041433,36.4249876394,"Fair",2,43.32
-89.4374083545,36.4728993229,"Good",3,57.93
-90.0727787823,35.2196727413,"Poor",1,16.67
-89.9377252862,35.6762751923,"Poor",1,21.97
-89.7631153717,35.7838142194,"Fair",2,45.7
-90.0654728978,35.1475037879,"Poor",1,28.8
-90.2365647321,35.0216350516,"Poor",1,28.75
-95.2020967613,30.6854532541,"Poor",1,39.72
-96.9194024951,33.0255009377,"Fair",2,27.68
-98.8956005256,30.2871875639,"Good",3,65.37
-97.9706169261,32.2804362882,"Good",3,46.47
-97.5698797003,28.3660162161,"Poor",1,38.23
-94.587121386,31.9565571328,"Poor",1,16.8
-94.364801338,29.8877974945,"Poor",1,36.12
-98.0698992738,30.5975646986,"Good",3,47.02
-94.4684375713,33.0683828102,"Poor",1,8.75
-101.322332023,35.7675097955,"Poor",1,14.98
-95.830937469,30.959410655,"Poor",1,27.12
-98.1271693017,31.5906526404,"Good",3,67.87
-99.4419941383,33.1087525284,"Good",3,67.25
-97.4166363541,31.5415141488,"Good",3,49.72
-94.2930339986,30.6181511182,"Fair",2,52.12
-97.7964060571,26.0450175556,"Poor",1,20.58
-101.731819109,29.7715127339,"Fair",2,52.53
-95.4917812272,29.910465698,"Poor",1,29.43
-97.2530584234,33.0556581771,"Good",3,40.2
-97.4399603168,25.848932975,"Poor",1,33.28
-97.6210127829,30.8736561609,"Good",3,35.65
-97.2939827092,33.7584105683,"Fair",2,34.63
-100.824387828,35.9724079949,"Poor",1,2.85
-97.3837531532,29.1572091291,"Fair",2,28.88
-94.9979138737,30.579729765,"Poor",1,22.33
-98.5471929463,26.2351988619,"Good",3,41.12
-98.0581538526,28.3021055871,"Fair",2,31.42
-98.4516845157,29.2389273732,"Good",3,73.68
-103.779289127,31.770344781,"Poor",1,10.35
-96.5877451623,31.5346594475,"Poor",1,18.62
-100.649365809,28.9504206203,"Good",3,54.4
-100.627349567,34.5629496233,"Fair",2,25
-95.433359846,31.9345342314,"Good",3,65.15
-100.140481419,31.7624754881,"Fair",2,27.47
-93.572543426,30.8816851693,"Fair",2,45.83
-99.8158414475,28.7257706093,"Fair",2,27.7
-97.0917420799,31.550414991,"Good",3,46.23
-94.0590169405,33.2942396897,"Poor",1,38.18
-105.663617469,31.1211642149,"Poor",1,33.28
-96.1382389852,30.4711535785,"Fair",2,45.05
-99.5066194771,32.9248510792,"Good",3,41
-102.005053181,35.4511393189,"Poor",1,5.65
-99.9940081302,29.4439072618,"Good",3,47.73
-99.3202098128,31.1318173949,"Fair",2,31.38
-101.3757954,32.2499762217,"Poor",1,10.17
-98.510282692,30.5130384601,"Fair",2,28.77
-97.927355686,30.6544965115,"Good",3,58.98
-96.2871675748,28.8783963497,"Poor",1,24.52
-99.9479225664,31.9512809895,"Poor",1,19.22
-96.5544883247,32.77924102,"Fair",2,34.2
-97.1761233363,33.4829830451,"Good",3,38.62
-95.112183117,31.5160956345,"Poor",1,8.52
-97.3522692759,32.496623905,"Poor",1,11.33
-113.409068626,37.55193806,"Poor",1,37.15
-113.81705718,39.844680278,"Good",3,60.67
-111.154111772,38.1823718065,"Fair",2,56.17
-112.185426968,38.3332583735,"Poor",1,5.57
-110.423116,40.8949358499,"Good",3,66.38
-113.716867173,37.318648621,"Poor",1,40
-111.043714033,39.361637497,"Good",3,65.57
-113.710160626,41.7978289348,"Good",3,59.92
-112.06341141,37.9536831434,"Poor",1,12.43
-111.179864893,40.6622297948,"Fair",2,45.77
-109.208693513,37.223717687,"Good",3,70.12
-110.946701415,39.1334010976,"Poor",1,35.77
-111.141482743,41.5925476181,"Poor",1,17.1
-111.450647503,40.9829547365,"Poor",1,11.85
-112.098593903,37.743062362,"Poor",1,7.7
-109.10163506,39.0897462158,"Good",3,59.95
-109.753464447,38.3528030825,"Poor",1,39.57
-110.405173816,39.3065304993,"Good",3,58.57
-111.217152755,37.6674127949,"Poor",1,36.12
-111.729898151,41.6246018107,"Good",3,59.18
