DATE,UTC_TIME,MAG,LAT,LON,DEPTH
2019/07/06,03:50:11.07,3.79,35.90367,-117.72483,6.5
2019/07/06,03:50:34.00,3.45,35.894,-117.73833,8.4
2019/07/06,03:50:49.35,3.79,35.91017,-117.739,10.7
2019/07/06,03:50:59.71,4.97,35.9035,-117.70017,8.3
2019/07/06,03:52:03.73,3.57,35.89967,-117.69633,9.7
2019/07/06,03:52:23.96,3.35,35.75083,-117.6025,6.8
2019/07/06,03:52:54.84,3.6,35.57683,-117.40733,3.6
2019/07/06,03:52:59.34,3.69,35.92733,-117.7415,6.2
2019/07/06,03:53:20.90,3.47,35.775,-117.56383,11.8
2019/07/06,03:53:40.29,3.68,35.86967,-117.71067,5.8
2019/07/06,03:53:40.35,3.27,35.70517,-117.5235,10
2019/07/06,03:53:57.98,3.67,35.9025,-117.68083,8.1
2019/07/06,03:54:46.84,3.54,35.78,-117.58567,10.4
2019/07/06,03:55:03.71,3.14,35.63,-117.43767,4.2
2019/07/06,03:55:20.02,4.06,35.9055,-117.6875,8.4
2019/07/06,03:56:01.64,3.48,35.88183,-117.674,4.4
2019/07/06,03:56:33.52,3.53,35.918,-117.73617,6.5
2019/07/06,03:57:37.97,3.59,35.89083,-117.6995,4.6
2019/07/06,03:57:50.90,4.31,35.869,-117.66133,7.2
2019/07/06,03:58:25.26,3.6,35.66,-117.46083,9
2019/07/06,03:59:24.00,3.47,35.89283,-117.72383,8
2019/07/06,03:59:48.61,3.53,35.87517,-117.71417,4.4
2019/07/06,04:00:10.65,3.04,35.89367,-117.73867,6.9
2019/07/06,04:00:36.03,3.2,35.9475,-117.70183,4.7
2019/07/06,04:00:58.52,3.2,35.55,-117.37967,2.3
2019/07/06,04:01:05.61,3.24,35.83733,-117.6685,10.8
2019/07/06,04:02:02.94,2.87,35.874,-117.68267,4.4
2019/07/06,04:02:14.74,3,35.89117,-117.683,2.2
2019/07/06,04:02:42.79,3.28,35.6935,-117.524,7.5
2019/07/06,04:02:59.57,3.48,35.88217,-117.71633,4.8
2019/07/06,04:04:09.03,3.11,35.57617,-117.34517,4.1
2019/07/06,04:04:53.23,3.08,35.89267,-117.72883,6.5
2019/07/06,04:04:57.54,2.91,35.81133,-117.58383,8.2
2019/07/06,04:05:14.13,2.83,35.87333,-117.721,11.2
2019/07/06,04:05:27.72,3.55,35.65783,-117.48667,1.9
2019/07/06,04:05:49.90,3.9,35.917,-117.70883,2.3
2019/07/06,04:06:10.32,3.13,35.87367,-117.738,-0.4
2019/07/06,04:06:14.58,3.79,35.578,-117.37383,5.9
2019/07/06,04:06:31.96,3.21,35.598,-117.35883,5.8
2019/07/06,04:06:50.07,3.18,35.61967,-117.46083,10.8
2019/07/06,04:07:04.57,4.68,35.55517,-117.52167,5.6
2019/07/06,04:07:36.08,3.62,35.8615,-117.71933,10.7
2019/07/06,04:07:52.54,3.04,35.89783,-117.70017,8.5
2019/07/06,04:08:35.80,3.41,35.86883,-117.66667,6.5
2019/07/06,04:08:45.48,3.44,35.8875,-117.68333,8.8
2019/07/06,04:09:10.45,2.94,35.88817,-117.7235,4.6
2019/07/06,04:09:31.08,3.37,35.67817,-117.54667,11.2
2019/07/06,04:09:50.19,3.45,35.69167,-117.51167,8.7
2019/07/06,04:10:05.71,3.38,35.63533,-117.39967,3
2019/07/06,04:10:06.49,3.26,35.82183,-117.64933,6.3
2019/07/06,04:10:37.52,3.45,35.835,-117.675,9.1
2019/07/06,04:10:49.04,3.85,35.77767,-117.58083,10.4
2019/07/06,04:10:51.89,3.58,35.9215,-117.67183,2.9
2019/07/06,04:11:02.21,3.83,35.90233,-117.69067,7.3
2019/07/06,04:11:23.28,3.25,35.87933,-117.69233,11.3
2019/07/06,04:11:53.94,3.08,35.91167,-117.72583,6.8
2019/07/06,04:12:13.82,3.52,35.6605,-117.47817,7
2019/07/06,04:12:18.85,3.87,35.88733,-117.72283,9.2
2019/07/06,04:12:44.17,3.57,35.841,-117.64083,10.1
2019/07/06,04:13:06.13,3.63,35.90917,-117.68933,8.4
2019/07/06,04:13:07.08,4.8,35.58467,-117.6145,9.7
2019/07/06,04:13:55.12,3.43,35.90417,-117.68083,9.4
2019/07/06,04:14:20.80,3.84,35.60417,-117.40267,6.7
2019/07/06,04:14:31.37,3.74,35.6795,-117.49067,0.9
2019/07/06,04:14:59.20,3.04,35.903,-117.72717,4.4
2019/07/06,04:15:24.20,2.94,35.90917,-117.7355,10.2
2019/07/06,04:16:01.98,3.13,35.887,-117.689,9
2019/07/06,04:16:09.74,2.94,35.53083,-117.48833,7.2
2019/07/06,04:16:17.23,3.52,35.82483,-117.6715,8.6
2019/07/06,04:16:36.16,3.14,35.8115,-117.62633,7.5
2019/07/06,04:16:48.80,3.58,35.824,-117.66,5.8
2019/07/06,04:17:13.35,2.79,35.85933,-117.71067,-0.8
2019/07/06,04:17:41.00,2.96,35.879,-117.66867,7
2019/07/06,04:18:07.94,3.48,35.66583,-117.48233,4.2
2019/07/06,04:18:32.60,3.16,35.8975,-117.72683,8.2
2019/07/06,04:18:36.03,3.63,35.694,-117.53817,8.4
2019/07/06,04:18:55.79,5.44,35.91017,-117.68483,7.4
2019/07/06,04:19:15.47,4.49,35.785,-117.6175,10.6
2019/07/06,04:19:54.94,3.83,35.885,-117.717,4.9
2019/07/06,04:19:56.01,4.01,35.58083,-117.40417,5.2
2019/07/06,04:20:28.20,3.68,35.92467,-117.70883,2.8
2019/07/06,04:20:46.91,3.6,35.8735,-117.7,3.2
2019/07/06,04:21:00.19,3.54,35.8005,-117.625,9
2019/07/06,04:21:35.82,4.17,35.77867,-117.61217,2.6
2019/07/06,04:21:53.76,3.62,35.71667,-117.55483,6.8
2019/07/06,04:22:16.20,3.64,35.86117,-117.69117,7.7
2019/07/06,04:22:39.10,3.09,35.913,-117.74467,6.2
2019/07/06,04:23:14.24,2.93,35.89217,-117.706,5.8
2019/07/06,04:23:29.51,3.37,35.65067,-117.488,1.1
2019/07/06,04:23:29.83,3.34,35.8885,-117.71867,4.6
2019/07/06,04:24:14.94,3.26,35.63567,-117.429,5.7
2019/07/06,04:24:40.67,3.65,35.89767,-117.6995,7.4
2019/07/06,04:24:43.32,3.67,35.67417,-117.549,8
2019/07/06,04:25:24.62,2.74,35.62817,-117.35517,8.5
2019/07/06,04:25:36.10,2.96,35.88383,-117.73117,3
2019/07/06,04:26:09.86,2.85,35.87,-117.70017,4.1
2019/07/06,04:26:17.23,2.87,35.90317,-117.6905,6.5
2019/07/06,04:26:37.29,3.23,35.90167,-117.71367,10
2019/07/06,04:26:55.77,2.83,35.69183,-117.60783,2
2019/07/06,04:27:10.34,3.58,35.88717,-117.71317,6
2019/07/06,04:28:09.26,3.51,35.88217,-117.72617,3.8
2019/07/06,04:28:38.50,3.16,35.89533,-117.731,7
2019/07/06,04:29:02.20,3.6,35.7955,-117.63067,2.8
2019/07/06,04:30:03.43,3.23,35.89917,-117.6965,2.5
2019/07/06,04:30:44.04,3.04,35.87233,-117.6735,8.3
2019/07/06,04:30:46.82,3.49,35.68333,-117.51117,10.9
2019/07/06,04:31:05.25,3.54,35.84083,-117.66017,4.8
2019/07/06,04:31:19.46,3.75,35.56567,-117.39583,3.4
2019/07/06,04:31:38.20,3.41,35.89883,-117.72617,5.8
2019/07/06,04:33:24.41,3.34,35.9205,-117.714,2.6
2019/07/06,04:33:50.06,3.61,35.8285,-117.6625,3
2019/07/06,04:34:01.80,3.22,35.87417,-117.70217,6.3
2019/07/06,04:34:11.15,3.53,35.8965,-117.73983,7.8
2019/07/06,04:34:24.33,3.13,35.87367,-117.71633,4.5
2019/07/06,04:34:38.32,3.18,35.67517,-117.53483,7.8
2019/07/06,04:35:15.90,3.21,35.5975,-117.40433,4.9
2019/07/06,04:35:19.44,3.79,35.89717,-117.72517,4.2
2019/07/06,04:36:19.87,2.74,35.95817,-117.70983,7.8
2019/07/06,04:36:30.49,3.17,35.70617,-117.512,2.3
2019/07/06,04:36:34.90,2.88,35.909,-117.68283,7.5
2019/07/06,04:36:43.37,2.86,35.8755,-117.69317,8.4
2019/07/06,04:36:50.23,3.8,35.86883,-117.70667,2.8
2019/07/06,04:36:55.31,4.85,35.9,-117.73767,1.9
2019/07/06,04:37:13.57,4.33,35.91,-117.74533,8
2019/07/06,04:37:43.64,3.27,35.82667,-117.6645,8.4
2019/07/06,04:39:10.04,3.15,35.88933,-117.74317,6.6
2019/07/06,04:39:43.93,3.42,35.89017,-117.7095,8.4
2019/07/06,04:39:46.02,3.4,35.89,-117.711,7.5
2019/07/06,04:40:09.69,3.42,35.837,-117.66633,9.8
2019/07/06,04:40:15.98,4.24,35.64283,-117.44567,2.9
2019/07/06,04:40:39.61,3.39,35.8805,-117.71517,3.4
2019/07/06,04:41:03.05,3.61,35.89933,-117.72483,5.6
2019/07/06,04:41:36.26,2.79,35.885,-117.72983,3.4
2019/07/06,04:41:49.21,3.45,35.88683,-117.691,6.8
2019/07/06,04:42:16.44,2.62,36.08617,-117.77383,8.4
2019/07/06,04:42:26.86,2.77,35.95133,-117.83483,8.2
2019/07/06,04:42:47.40,2.74,35.6105,-117.59867,5.3
2019/07/06,04:42:54.39,3.36,35.6915,-117.6045,6.6
2019/07/06,04:43:22.91,3.14,35.6975,-117.5495,10.4
2019/07/06,04:44:09.19,3.03,35.887,-117.72767,6.2
2019/07/06,04:44:32.39,3.33,35.62283,-117.57917,7
2019/07/06,04:44:37.67,3.14,35.9085,-117.74117,6.5
2019/07/06,04:45:22.59,2.53,35.924,-117.71217,6.7
2019/07/06,04:45:25.55,2.88,35.675,-117.4715,4.5
2019/07/06,04:45:28.81,2.6,35.87233,-117.672,10.3
2019/07/06,04:45:36.47,3.56,35.90517,-117.72417,4.5
2019/07/06,04:45:40.92,3.33,35.903,-117.67483,9
2019/07/06,04:46:10.12,2.6,35.90783,-117.71883,2.1
2019/07/06,04:46:37.60,2.89,35.898,-117.73033,6.5
2019/07/06,04:47:30.93,3.05,35.754,-117.55167,11.1
2019/07/06,04:47:37.15,3.16,35.63033,-117.36017,4.8
2019/07/06,04:48:10.82,2.9,35.65117,-117.45767,5.7
2019/07/06,04:48:35.64,2.97,35.87933,-117.69183,4.2
2019/07/06,04:48:48.86,3.12,35.82933,-117.6585,7.4
2019/07/06,04:49:02.34,3.05,35.64267,-117.44067,2.6
2019/07/06,04:49:19.14,2.65,35.861,-117.6645,8.3
2019/07/06,04:49:42.55,3.71,35.8815,-117.73017,8.1
2019/07/06,04:50:04.10,3.68,35.79067,-117.61333,7.2
2019/07/06,04:50:16.12,3.72,35.896,-117.732,7.2
2019/07/06,04:50:42.22,3.45,35.70783,-117.50083,1.5
2019/07/06,04:51:03.29,2.6,35.61217,-117.46417,3.9
2019/07/06,04:51:43.57,2.82,35.879,-117.709,6.1
2019/07/06,04:51:49.07,3.04,35.923,-117.71133,3.9
2019/07/06,04:52:04.01,3.54,35.8895,-117.73233,5.4
2019/07/06,04:52:17.71,4.47,35.87733,-117.6945,3.3
2019/07/06,04:52:45.23,3.4,35.86983,-117.6935,2.5
2019/07/06,04:53:03.96,3.54,35.89667,-117.73533,6.8
2019/07/06,04:53:41.99,3.98,35.875,-117.6595,6.9
2019/07/06,04:53:45.34,3.66,35.59217,-117.5275,9.9
2019/07/06,04:54:04.72,2.94,35.91383,-117.71067,7.3
2019/07/06,04:54:34.81,2.94,35.89367,-117.7225,5.4
2019/07/06,04:55:21.89,3,35.71333,-117.5515,4.8
2019/07/06,04:55:22.74,3.14,35.74133,-117.56617,11.2
2019/07/06,04:55:47.03,3.04,35.8775,-117.70217,11
2019/07/06,04:56:02.22,3.22,35.8755,-117.65533,7.3
2019/07/06,04:56:13.98,2.6,35.52183,-117.39267,5.9
2019/07/06,04:57:26.62,3.26,35.926,-117.7065,3.9
2019/07/06,04:58:12.04,3.45,35.63217,-117.433,3.2
2019/07/06,04:58:36.69,4.03,35.70733,-117.57067,2.9
2019/07/06,04:59:04.03,2.81,35.88833,-117.72167,9.3
2019/07/06,04:59:16.42,2.98,35.87317,-117.716,8.4
2019/07/06,04:59:44.74,2.62,35.86667,-117.70283,8.9
2019/07/06,05:00:00.78,2.67,35.90183,-117.76867,4.2
2019/07/06,05:00:29.05,3.24,35.88133,-117.70417,2.9
2019/07/06,05:00:43.61,3.09,35.90317,-117.731,6.2
2019/07/06,05:00:54.29,2.84,35.87717,-117.6915,9.3
2019/07/06,05:01:43.09,2.91,35.90667,-117.7255,5.4
2019/07/06,05:01:50.66,2.98,35.8945,-117.69683,6.2
2019/07/06,05:01:51.26,2.93,35.9375,-117.672,11.2
2019/07/06,05:01:53.03,3,35.70967,-117.54683,6.6
2019/07/06,05:02:35.72,2.61,35.78683,-117.62333,3.4
2019/07/06,05:02:57.52,2.6,35.89117,-117.73483,10.4
2019/07/06,05:03:07.18,3.51,35.8925,-117.71267,2.4
2019/07/06,05:03:36.77,3.2,35.8875,-117.697,4.1
2019/07/06,05:04:19.72,3.63,35.87933,-117.69483,7.4
2019/07/06,05:04:23.38,3.61,35.88067,-117.69783,5.7
2019/07/06,05:04:41.92,2.73,35.90033,-117.72617,8.3
2019/07/06,05:04:53.86,3.11,35.88467,-117.706,2.6
2019/07/06,05:05:06.07,2.76,35.87883,-117.70167,5.9
2019/07/06,05:05:35.65,2.95,35.905,-117.72817,6.3
2019/07/06,05:05:54.09,2.5,35.617,-117.46917,3.2
2019/07/06,05:06:09.59,2.78,35.90367,-117.70167,7.2
2019/07/06,05:06:17.80,2.7,35.8325,-117.62167,12.4
2019/07/06,05:06:56.03,3.27,35.9165,-117.73333,6.2
2019/07/06,05:07:05.69,2.93,35.58367,-117.32383,2.7
2019/07/06,05:08:11.26,3.67,35.717,-117.56367,8
2019/07/06,05:08:42.57,3,35.68033,-117.46367,1.6
2019/07/06,05:09:31.79,3.44,35.75267,-117.5785,3.2
2019/07/06,05:09:59.59,3.11,35.91667,-117.71133,2.5
2019/07/06,05:10:09.26,3.51,35.89183,-117.72183,4
2019/07/06,05:10:44.28,2.52,35.89483,-117.72967,4.7
2019/07/06,05:11:33.12,2.72,35.88683,-117.73267,7.5
2019/07/06,05:12:13.03,2.99,35.88233,-117.6475,9.5
2019/07/06,05:12:14.24,2.71,35.675,-117.47567,11.7
2019/07/06,05:12:36.30,2.64,35.647,-117.49267,3.1
2019/07/06,05:12:55.38,2.78,35.89233,-117.72283,11.2
2019/07/06,05:13:02.51,2.57,36.03067,-117.75483,4.4
2019/07/06,05:13:10.39,2.52,35.673,-117.46717,2.2
2019/07/06,05:13:14.99,3.97,35.8755,-117.66083,7.1
2019/07/06,05:13:51.49,3.21,35.9065,-117.72383,6
2019/07/06,05:14:21.89,2.7,35.81717,-117.65117,6.1
2019/07/06,05:14:22.18,2.86,35.88983,-117.72467,6.7
2019/07/06,05:14:54.79,2.91,35.57783,-117.37817,6.2
2019/07/06,05:14:56.88,3.38,35.75083,-117.55933,10.9
2019/07/06,05:15:18.85,2.57,35.74083,-117.56583,10.3
2019/07/06,05:15:31.40,2.99,35.56567,-117.45133,4.2
2019/07/06,05:15:37.24,3.52,35.91283,-117.74483,8.6
2019/07/06,05:16:05.28,3.32,35.91167,-117.7355,7.3
2019/07/06,05:16:20.47,3.17,35.913,-117.73133,4.6
2019/07/06,05:16:46.88,2.64,35.889,-117.72467,3.1
2019/07/06,05:17:08.06,2.78,35.91017,-117.7305,4.2
2019/07/06,05:17:31.24,2.7,35.62983,-117.41033,7.4
2019/07/06,05:17:35.96,2.53,35.8825,-117.65183,8.6
2019/07/06,05:17:49.53,2.9,35.88433,-117.69867,2.7
2019/07/06,05:18:20.84,2.54,35.87433,-117.70533,2.2
2019/07/06,05:18:30.31,3.07,35.8905,-117.73383,5.2
2019/07/06,05:19:37.35,3.06,35.70067,-117.551,10.7
2019/07/06,05:20:43.89,2.61,35.81967,-117.63317,3.9
2019/07/06,05:21:02.30,3.06,35.7465,-117.5485,5.2
2019/07/06,05:21:11.12,3.26,35.60017,-117.42733,1.8
2019/07/06,05:21:34.98,2.76,35.91483,-117.7135,7.3
2019/07/06,05:22:31.03,3.04,35.592,-117.389,6.3
2019/07/06,05:22:34.42,3.06,35.87967,-117.691,2.9
2019/07/06,05:22:52.80,3.16,35.90633,-117.7225,6.3
2019/07/06,05:23:22.20,2.86,35.87067,-117.70267,5.1
2019/07/06,05:23:49.75,3.08,35.8935,-117.70133,6.7
2019/07/06,05:23:49.88,3.08,35.89067,-117.7075,5.8
2019/07/06,05:25:04.86,4.18,35.83283,-117.6765,3.7
2019/07/06,05:26:06.06,3.28,35.905,-117.71883,4.2
2019/07/06,05:26:52.97,3.74,35.64933,-117.45783,2.4
2019/07/06,05:28:39.24,3.55,35.90267,-117.72767,5.3
2019/07/06,05:29:40.34,3.04,35.8905,-117.72967,2.5
2019/07/06,05:30:40.00,2.92,35.9115,-117.70367,6.7
2019/07/06,05:31:56.73,3.4,35.84867,-117.68383,5.5
2019/07/06,05:33:00.08,3.63,35.84184,-117.68383,7.1
2019/07/06,05:34:08.20,3.06,35.67,-117.51633,1.7
2019/07/06,05:35:05.06,2.64,35.91567,-117.733,3.1
2019/07/06,05:36:46.46,2.8,35.736,-117.568,2.3
2019/07/06,05:37:30.54,3.3,35.87767,-117.72483,3
2019/07/06,05:39:14.39,3.49,35.79883,-117.6275,7.8
2019/07/06,05:40:08.40,3.28,35.88633,-117.674,11
2019/07/06,05:41:32.22,3.56,35.7805,-117.58916,5.2
2019/07/06,05:43:23.00,3.45,35.8675,-117.72417,9.7
2019/07/06,05:43:50.06,2.97,35.86833,-117.713,5.1
2019/07/06,05:44:08.91,3.38,35.92183,-117.7145,2.4
2019/07/06,05:45:26.27,3.02,35.92783,-117.703,2.1
2019/07/06,05:46:06.87,3.1,35.70667,-117.55016,1.6
2019/07/06,05:47:08.05,2.68,35.87167,-117.65017,14.3
2019/07/06,05:51:49.67,3.39,35.91217,-117.712,2.1
2019/07/06,05:52:05.42,3.46,35.60633,-117.39983,4.6
2019/07/06,05:55:07.19,2.7,35.89633,-117.7355,4
2019/07/06,05:55:21.91,2.86,35.6845,-117.54267,2.4
2019/07/06,05:56:02.41,2.56,35.88167,-117.71867,2.2
2019/07/06,05:56:29.31,2.59,35.87233,-117.6815,8.9
2019/07/06,05:56:44.23,2.64,35.81833,-117.65133,9.5
2019/07/06,05:57:04.47,2.6,35.65617,-117.53167,10.9
2019/07/06,05:58:17.57,4.15,35.93233,-117.69167,1.9
2019/07/06,05:59:44.20,3.63,35.73633,-117.56933,2.7
2019/07/06,06:00:57.84,3.55,35.55633,-117.34317,3.2
2019/07/06,06:01:51.78,4.63,35.91117,-117.73883,5.1
2019/07/06,06:02:30.25,3.19,35.81233,-117.63783,6.8
2019/07/06,06:04:34.14,3.53,35.8855,-117.7105,2.8
2019/07/06,06:05:35.71,2.88,35.9025,-117.73067,4.5
2019/07/06,06:05:59.70,2.78,35.89633,-117.734,3.8
2019/07/06,06:06:30.91,3.19,35.68767,-117.317,-1
2019/07/06,06:07:08.74,3.48,35.576,-117.36217,3
2019/07/06,06:07:40.02,3.38,35.62283,-117.42067,6.7
2019/07/06,06:08:01.52,2.75,35.89767,-117.70517,8.6
2019/07/06,06:09:08.10,3.06,35.90233,-117.70883,7.6
2019/07/06,06:11:40.78,2.54,35.91333,-117.708,6.1
2019/07/06,06:12:52.00,4.27,35.58133,-117.37517,5.5
2019/07/06,06:14:15.72,3.35,35.67433,-117.46933,6.4
2019/07/06,06:17:10.20,2.96,35.636,-117.594,9
2019/07/06,06:17:20.63,3.46,35.87433,-117.69717,-1.1
2019/07/06,06:17:52.98,2.91,35.83317,-117.69633,0.3
2019/07/06,06:18:11.33,3.56,35.92083,-117.6785,7.7
2019/07/06,06:19:42.50,3.23,35.8835,-117.72183,4.7
2019/07/06,06:20:33.19,2.8,35.8935,-117.72267,3.6
2019/07/06,06:22:35.56,2.56,35.89917,-117.68233,3.7
2019/07/06,06:25:58.19,2.92,35.6715,-117.463,9.3
2019/07/06,06:26:18.68,3.01,35.70767,-117.507,4.5
2019/07/06,06:26:53.53,3.44,35.87133,-117.71367,5
2019/07/06,06:27:33.03,2.94,35.8835,-117.69533,1.6
2019/07/06,06:28:44.32,3.1,35.55367,-117.43417,1.8
2019/07/06,06:28:52.17,2.93,35.89667,-117.67417,6
2019/07/06,06:30:45.76,3.31,35.86917,-117.65317,7.7
2019/07/06,06:31:00.64,3.61,35.8715,-117.68584,1.7
2019/07/06,06:31:49.62,2.76,35.7305,-117.53584,5.3
2019/07/06,06:31:55.45,3.45,35.8925,-117.72317,4.3
2019/07/06,06:32:24.17,3.21,35.937,-117.65583,-0.1
2019/07/06,06:33:09.92,2.74,35.69583,-117.48767,10.5
2019/07/06,06:34:18.79,2.58,35.86667,-117.71983,5.2
2019/07/06,06:34:47.41,4.05,35.89267,-117.72483,8.2
2019/07/06,06:36:38.72,2.74,35.77117,-117.61133,6.4
2019/07/06,06:39:09.97,2.95,35.73034,-117.54417,2.4
2019/07/06,06:40:02.06,2.97,35.899,-117.72717,4.5
2019/07/06,06:41:15.08,3.9,35.80083,-117.6335,6.5
2019/07/06,06:43:16.86,2.72,35.741,-117.55433,2.3
2019/07/06,06:43:46.89,2.76,35.67933,-117.73067,3.1
2019/07/06,06:44:08.62,2.69,35.89867,-117.738,7.8
2019/07/06,06:45:00.27,2.66,35.67017,-117.48483,1.3
2019/07/06,06:45:30.81,2.84,35.86383,-117.69,7.5
2019/07/06,06:45:57.67,2.89,35.64583,-117.48317,2.6
2019/07/06,06:47:07.98,3.44,35.78467,-117.60183,5
2019/07/06,06:47:08.09,3.68,35.787,-117.61933,3
2019/07/06,06:47:54.88,3.05,35.7315,-117.56733,8.3
2019/07/06,06:49:28.89,3.32,35.92267,-117.6925,2.3
2019/07/06,06:50:12.09,2.82,35.752,-117.5795,12.8
2019/07/06,06:50:36.47,3.39,35.6875,-117.482,8.4
2019/07/06,06:52:25.84,3.63,35.562,-117.3945,1.3
2019/07/06,06:53:09.89,3.46,35.6705,-117.493,1.4
2019/07/06,06:56:21.22,3.18,35.686,-117.4815,6.8
2019/07/06,06:57:47.64,3.33,35.86,-117.71083,8.3
2019/07/06,06:58:11.21,2.8,35.90333,-117.74033,3.3
2019/07/06,06:59:59.46,3.45,35.6755,-117.5455,1.1
2019/07/06,07:01:00.09,3.13,35.88334,-117.7055,5
2019/07/06,07:01:51.78,2.71,35.89883,-117.72667,1.6
2019/07/06,07:03:14.78,3.45,35.65283,-117.53667,8
2019/07/06,07:04:22.24,3.16,35.7405,-117.56517,2.1
2019/07/06,07:04:42.21,3.91,35.8825,-117.7435,3.6
2019/07/06,07:05:21.07,3.56,35.88817,-117.73267,5.8
2019/07/06,07:06:37.26,2.71,35.89467,-117.70983,4.2
2019/07/06,07:07:37.16,2.66,35.88617,-117.7295,4.4
2019/07/06,07:09:25.81,2.67,35.89217,-117.72883,5.2
2019/07/06,07:09:40.62,2.84,35.84217,-117.667,2.7
2019/07/06,07:09:56.85,3.24,35.904,-117.75317,5.2
2019/07/06,07:11:00.61,2.52,35.8615,-117.69483,5.7
2019/07/06,07:11:32.25,2.83,35.73967,-117.53367,9.9
2019/07/06,07:12:27.95,2.58,35.858,-117.65217,3.7
2019/07/06,07:13:36.13,3.12,35.9465,-117.72283,1.2
2019/07/06,07:15:26.44,3.3,35.7035,-117.50517,4.5
2019/07/06,07:16:57.59,2.77,35.8255,-117.66367,9.4
2019/07/06,07:20:42.34,2.73,35.71067,-117.51183,6.5
2019/07/06,07:23:22.90,2.6,35.8945,-117.70517,2.9
2019/07/06,07:23:43.88,2.65,35.87817,-117.69283,4.1
2019/07/06,07:24:15.87,2.87,35.67183,-117.5595,1.5
2019/07/06,07:24:47.40,2.83,35.87667,-117.69633,9.1
2019/07/06,07:25:23.53,2.99,35.76033,-117.58583,7
2019/07/06,07:26:26.40,2.76,35.70383,-117.48533,2.3
2019/07/06,07:28:10.45,2.92,35.6415,-117.43983,3
2019/07/06,07:28:48.30,3.02,35.90667,-117.68467,1.9
2019/07/06,07:30:04.55,2.7,35.8745,-117.70433,3
2019/07/06,07:30:51.28,2.8,35.677,-117.51983,4.3
2019/07/06,07:31:14.48,3.5,35.70133,-117.50283,1.8
2019/07/06,07:34:23.95,2.9,35.89283,-117.71183,5
2019/07/06,07:34:55.49,3.19,35.93533,-117.71516,2.4
2019/07/06,07:35:24.82,2.87,35.695,-117.54983,4.5
2019/07/06,07:36:09.70,2.67,35.65683,-117.481,1.8
2019/07/06,07:36:23.51,3.44,35.7305,-117.58233,8.2
2019/07/06,07:37:00.17,2.79,35.75333,-117.58117,6
2019/07/06,07:39:28.49,2.51,35.67017,-117.458,10.1
2019/07/06,07:40:28.21,2.75,35.83767,-117.63917,13.1
2019/07/06,07:42:12.39,2.79,35.538,-117.42017,1.2
2019/07/06,07:43:25.37,2.61,35.73217,-117.6905,10.3
2019/07/06,07:45:41.33,2.65,35.646,-117.4825,1.6
2019/07/06,07:46:16.87,3.06,35.78167,-117.5935,8
2019/07/06,07:48:59.98,3.08,35.60183,-117.3955,7.4
2019/07/06,07:50:02.07,3.22,35.70267,-117.55783,3.7
2019/07/06,07:51:30.97,2.62,35.63317,-117.435,4.3
2019/07/06,07:52:11.64,3.14,35.80416,-117.62817,1.9
2019/07/06,07:52:24.55,3.75,35.88533,-117.73016,4.5
2019/07/06,07:53:26.07,2.64,35.91617,-117.68183,1.2
2019/07/06,07:54:46.60,3.91,35.704,-117.558,7.1
2019/07/06,07:56:03.68,3.68,35.67283,-117.47433,1.9
2019/07/06,07:59:01.81,2.63,35.735,-117.50833,12
2019/07/06,07:59:47.78,2.72,35.69783,-117.51317,1.3
2019/07/06,08:00:59.32,3.19,35.75433,-117.47816,-0.8
2019/07/06,08:04:01.64,2.59,35.94867,-117.67583,6.2
2019/07/06,08:04:42.27,2.54,35.89183,-117.72,2
2019/07/06,08:05:23.07,2.61,35.6195,-117.4425,0.2
2019/07/06,08:05:55.53,2.57,35.885,-117.72433,7.1
2019/07/06,08:07:05.21,2.7,35.889,-117.70967,3.7
2019/07/06,08:09:04.30,2.64,35.8415,-117.64217,12
2019/07/06,08:10:00.72,2.59,35.88117,-117.70983,2.3
2019/07/06,08:10:50.06,3.62,35.91433,-117.7175,2.4
2019/07/06,08:11:51.50,2.66,35.90767,-117.6915,9
2019/07/06,08:12:55.22,2.66,35.72783,-117.46383,16.1
2019/07/06,08:13:40.56,2.7,35.78967,-117.62317,8.1
2019/07/06,08:14:36.86,2.56,35.86183,-117.6715,0.8
2019/07/06,08:17:56.22,2.63,35.9155,-117.72617,1.6
2019/07/06,08:18:29.01,2.76,35.6885,-117.53133,4.8
2019/07/06,08:20:29.69,2.67,35.90317,-117.6955,5.1
2019/07/06,08:22:03.71,2.83,35.67,-117.55033,4.5
2019/07/06,08:24:04.44,2.74,35.892,-117.73033,3.1
2019/07/06,08:26:49.73,3.42,35.65433,-117.333,6.9
2019/07/06,08:27:32.22,2.77,35.79967,-117.58517,12.1
2019/07/06,08:27:53.06,2.79,35.89883,-117.71967,3.7
2019/07/06,08:27:53.20,2.7,35.8945,-117.726,4.3
2019/07/06,08:28:33.73,3.51,35.63117,-117.40717,2.5
2019/07/06,08:29:10.93,2.97,35.92633,-117.6915,0.5
2019/07/06,08:30:20.28,2.51,35.69317,-117.47483,0.4
2019/07/06,08:31:09.33,3.23,35.89517,-117.72283,4.2
2019/07/06,08:32:32.93,2.64,35.62017,-117.435,6.4
2019/07/06,08:32:49.88,2.63,35.71767,-117.5425,7.2
2019/07/06,08:32:57.55,4.56,35.639,-117.49133,3.1
2019/07/06,08:35:25.88,2.83,35.81333,-117.637,6.1
2019/07/06,08:36:48.94,3.08,35.67767,-117.49233,1.3
